family,target_model_id,strongest_legal_baseline_model_id,bootstrap_method,bootstrap_sampling_unit,bootstrap_estimand,date_block_cell_aggregation,complete_date_resampling,complete_spatial_block_resampling,date_and_block_draws_independent,bootstrap_seed,bootstrap_replicates,confidence_level,percentile_interval_method,paired_models_share_every_cluster_draw,random_row_sampling_used,date_block_cell_count,independent_date_count,independent_spatial_block_count,tract_date_row_count,zero_observation_sampled_date_draw_count,baseline_point_mae_c,target_model_point_mae_c,absolute_mae_improvement_c,absolute_mae_improvement_ci_lower_c,absolute_mae_improvement_ci_upper_c,relative_mae_improvement_fraction,relative_mae_improvement_percent,relative_mae_improvement_ci_lower_fraction,relative_mae_improvement_ci_upper_fraction,relative_mae_improvement_ci_lower_percent,relative_mae_improvement_ci_upper_percent,probability_improvement_gt_zero,probability_relative_improvement_gt_10_percent,input_oof_sha256,input_summary_metrics_sha256,input_compile_provenance_file_sha256,input_compile_provenance_commit_sha256,analysis_config_semantic_sha256
joint,M2,B1,crossed_date_spatial_block,complete_clusters_only,equal_date_weighted_mae_with_row_weighting_within_date,row_count_and_paired_absolute_error_sums,True,True,True,20260722,5000,0.95,linear,True,False,4202,65,71,63403,0,2.516141406743445,2.108787916748636,0.4073534899948088,0.10548788939266558,0.72172437106635,0.16189610365421886,16.189610365421885,0.04208776240532559,0.27688261874662323,4.2087762405325595,27.688261874662324,0.995,0.8516,0c06b88fd09cd514745b699e6b6a7e12901db8d3247e42b582feaf1f7e91c04a,08f2aeb73c59033cb6256389374254b7bf216b05727372e7a77324c26b5aed05,55416c987a2d25f9177dd974307ae595761c1db31ecaa9d7561fb6c42d4d5e7c,00d1e59ce78baffbf9d24361ac8ba16a1d577b22cb193e15596627259190ed07,31785bb690f6197b4123966acec88138d8c458f4370905446bcd7212a7c37d2d
