bootstrap_method,bootstrap_sampling_unit,bootstrap_estimand,date_block_cell_aggregation,complete_date_resampling,complete_spatial_block_resampling,date_and_block_draws_independent,bootstrap_seed,bootstrap_replicates,confidence_level,percentile_interval_method,paired_models_share_every_cluster_draw,random_row_sampling_used,date_block_cell_count,independent_date_count,independent_spatial_block_count,tract_date_row_count,zero_observation_sampled_date_draw_count,baseline_point_mae_c,target_model_point_mae_c,absolute_mae_improvement_c,absolute_mae_improvement_ci_lower_c,absolute_mae_improvement_ci_upper_c,relative_mae_improvement_fraction,relative_mae_improvement_percent,relative_mae_improvement_ci_lower_fraction,relative_mae_improvement_ci_upper_fraction,relative_mae_improvement_ci_lower_percent,relative_mae_improvement_ci_upper_percent,probability_improvement_gt_zero,probability_relative_improvement_gt_10_percent
crossed_date_spatial_block,complete_clusters_only,equal_date_weighted_mae_with_row_weighting_within_date,row_count_and_paired_absolute_error_sums,True,True,True,20260725,5000,0.95,linear,True,False,733,15,71,11808,0,2.6695142537621535,2.1951365394149405,0.474377714347213,-0.14999142711721258,1.0907779968709739,0.17770188478247353,17.770188478247352,-0.05206779101142935,0.3958636061364487,-5.206779101142935,39.58636061364487,0.9334,0.7552
