physical_acquisition_id,platform,acquired_utc,acquisition_local_date,relative_orbit,normalized_datatake_id,processing_baseline,generation_time,union_city_coverage_fraction,item_count,item_ids,mgrs_tiles
sentinel-2a|2022-09-15T18:30:11.024000Z|R27|GS2A_20220915T183011_037776,sentinel-2a,2022-09-15T18:30:11.024000Z,2022-09-15,27,GS2A_20220915T183011_037776,05.10,2024-07-31T06:43:03Z,0.9999999999999992,2,S2A_MSIL2A_20220915T183011_R027_T11SLT_20240731T064303|S2A_MSIL2A_20220915T183011_R027_T11SLU_20240731T064303,11SLT|11SLU
sentinel-2a|2022-09-25T18:31:21.024000Z|R27|GS2A_20220925T183121_037919,sentinel-2a,2022-09-25T18:31:21.024000Z,2022-09-25,27,GS2A_20220925T183121_037919,04.00,2022-09-26T13:03:20.558357Z,0.9999999999999992,2,S2A_MSIL2A_20220925T183121_R027_T11SLT_20220926T130320|S2A_MSIL2A_20220925T183121_R027_T11SLU_20220926T130308,11SLT|11SLU
sentinel-2a|2022-10-05T18:32:31.024000Z|R27|GS2A_20221005T183231_038062,sentinel-2a,2022-10-05T18:32:31.024000Z,2022-10-05,27,GS2A_20221005T183231_038062,05.10,2024-07-16T09:36:14Z,0.9999999999999992,2,S2A_MSIL2A_20221005T183231_R027_T11SLT_20240716T093614|S2A_MSIL2A_20221005T183231_R027_T11SLU_20240716T093614,11SLT|11SLU
sentinel-2a|2022-10-15T18:33:41.024000Z|R27|GS2A_20221015T183341_038205,sentinel-2a,2022-10-15T18:33:41.024000Z,2022-10-15,27,GS2A_20221015T183341_038205,05.10,2024-07-23T13:22:11Z,0.9999999999999992,2,S2A_MSIL2A_20221015T183341_R027_T11SLT_20240723T132211|S2A_MSIL2A_20221015T183341_R027_T11SLU_20240723T132211,11SLT|11SLU
sentinel-2a|2022-10-25T18:34:41.024000Z|R27|GS2A_20221025T183441_038348,sentinel-2a,2022-10-25T18:34:41.024000Z,2022-10-25,27,GS2A_20221025T183441_038348,05.10,2024-07-24T15:33:15Z,0.9999999999999992,2,S2A_MSIL2A_20221025T183441_R027_T11SLT_20240724T153315|S2A_MSIL2A_20221025T183441_R027_T11SLU_20240724T153315,11SLT|11SLU
sentinel-2a|2023-03-04T18:32:41.024000Z|R27|GS2A_20230304T183241_040207,sentinel-2a,2023-03-04T18:32:41.024000Z,2023-03-04,27,GS2A_20230304T183241_040207,05.10,2024-08-19T13:56:32Z,0.9999999999999992,2,S2A_MSIL2A_20230304T183241_R027_T11SLT_20240819T135632|S2A_MSIL2A_20230304T183241_R027_T11SLU_20240819T135632,11SLT|11SLU
sentinel-2a|2023-03-14T18:31:31.024000Z|R27|GS2A_20230314T183131_040350,sentinel-2a,2023-03-14T18:31:31.024000Z,2023-03-14,27,GS2A_20230314T183131_040350,05.10,2024-08-20T00:32:09Z,0.9999999999999992,2,S2A_MSIL2A_20230314T183131_R027_T11SLT_20240820T003209|S2A_MSIL2A_20230314T183131_R027_T11SLU_20240820T003209,11SLT|11SLU
sentinel-2a|2023-03-24T18:30:21.024000Z|R27|GS2A_20230324T183021_040493,sentinel-2a,2023-03-24T18:30:21.024000Z,2023-03-24,27,GS2A_20230324T183021_040493,05.10,2024-08-24T14:27:45Z,0.9999999999999992,2,S2A_MSIL2A_20230324T183021_R027_T11SLT_20240824T142745|S2A_MSIL2A_20230324T183021_R027_T11SLU_20240824T142745,11SLT|11SLU
sentinel-2a|2023-04-03T18:29:21.024000Z|R27|GS2A_20230403T182921_040636,sentinel-2a,2023-04-03T18:29:21.024000Z,2023-04-03,27,GS2A_20230403T182921_040636,05.10,2024-08-25T06:08:42Z,0.9999999999999992,2,S2A_MSIL2A_20230403T182921_R027_T11SLT_20240825T060842|S2A_MSIL2A_20230403T182921_R027_T11SLU_20240825T060842,11SLT|11SLU
sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,sentinel-2a,2023-04-13T18:29:21.024000Z,2023-04-13,27,GS2A_20230413T182921_040779,05.09,2023-04-14T03:49:07.745173Z,0.9999999999999992,2,S2A_MSIL2A_20230413T182921_R027_T11SLT_20230414T034907|S2A_MSIL2A_20230413T182921_R027_T11SLU_20230414T034839,11SLT|11SLU
sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,sentinel-2a,2023-04-23T18:29:21.024000Z,2023-04-23,27,GS2A_20230423T182921_040922,05.10,2024-08-31T08:16:46Z,0.9999999999999992,2,S2A_MSIL2A_20230423T182921_R027_T11SLT_20240831T081646|S2A_MSIL2A_20230423T182921_R027_T11SLU_20240831T081646,11SLT|11SLU
sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,sentinel-2a,2023-05-03T18:29:21.024000Z,2023-05-03,27,GS2A_20230503T182921_041065,05.10,2024-09-06T10:07:36Z,0.9999999999999992,2,S2A_MSIL2A_20230503T182921_R027_T11SLT_20240906T100736|S2A_MSIL2A_20230503T182921_R027_T11SLU_20240906T100736,11SLT|11SLU
sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,sentinel-2a,2023-05-23T18:29:21.024000Z,2023-05-23,27,GS2A_20230523T182921_041351,05.09,2023-05-24T06:35:17.201404Z,0.9999999999999992,2,S2A_MSIL2A_20230523T182921_R027_T11SLT_20230524T042351|S2A_MSIL2A_20230523T182921_R027_T11SLU_20230524T063517,11SLT|11SLU
sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,sentinel-2a,2023-06-02T18:29:21.024000Z,2023-06-02,27,GS2A_20230602T182921_041494,05.10,2024-09-11T20:20:22Z,0.9999999999999992,2,S2A_MSIL2A_20230602T182921_R027_T11SLT_20240911T202022|S2A_MSIL2A_20230602T182921_R027_T11SLU_20240911T202022,11SLT|11SLU
sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,sentinel-2a,2023-06-12T18:29:21.024000Z,2023-06-12,27,GS2A_20230612T182921_041637,05.10,2024-09-11T19:52:58Z,0.9999999999999992,2,S2A_MSIL2A_20230612T182921_R027_T11SLT_20240911T195258|S2A_MSIL2A_20230612T182921_R027_T11SLU_20240911T195258,11SLT|11SLU
sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,sentinel-2a,2023-06-22T18:29:21.024000Z,2023-06-22,27,GS2A_20230622T182921_041780,05.09,2023-06-23T02:35:26.399963Z,0.9999999999999992,2,S2A_MSIL2A_20230622T182921_R027_T11SLT_20230623T023526|S2A_MSIL2A_20230622T182921_R027_T11SLU_20230623T023456,11SLT|11SLU
sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,sentinel-2a,2023-07-02T18:29:21.024000Z,2023-07-02,27,GS2A_20230702T182921_041923,05.09,2023-07-03T04:32:30.410860Z,0.9999999999999992,2,S2A_MSIL2A_20230702T182921_R027_T11SLT_20230703T043042|S2A_MSIL2A_20230702T182921_R027_T11SLU_20230703T043230,11SLT|11SLU
sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,sentinel-2a,2023-07-12T18:29:21.024000Z,2023-07-12,27,GS2A_20230712T182921_042066,05.10,2024-10-16T14:50:27Z,0.9999999999999992,2,S2A_MSIL2A_20230712T182921_R027_T11SLT_20241016T145027|S2A_MSIL2A_20230712T182921_R027_T11SLU_20241016T145027,11SLT|11SLU
sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,sentinel-2a,2023-07-22T18:29:21.024000Z,2023-07-22,27,GS2A_20230722T182921_042209,05.10,2024-10-18T06:44:32Z,0.9999999999999992,2,S2A_MSIL2A_20230722T182921_R027_T11SLT_20241018T064432|S2A_MSIL2A_20230722T182921_R027_T11SLU_20241018T064432,11SLT|11SLU
sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,sentinel-2a,2023-08-01T18:29:21.024000Z,2023-08-01,27,GS2A_20230801T182921_042352,05.10,2024-09-13T19:23:53Z,0.9999999999999992,2,S2A_MSIL2A_20230801T182921_R027_T11SLT_20240913T192353|S2A_MSIL2A_20230801T182921_R027_T11SLU_20240913T192353,11SLT|11SLU
sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,sentinel-2a,2023-08-11T18:29:21.024000Z,2023-08-11,27,GS2A_20230811T182921_042495,05.10,2024-09-13T15:15:44Z,0.9999999999999992,2,S2A_MSIL2A_20230811T182921_R027_T11SLT_20240913T151544|S2A_MSIL2A_20230811T182921_R027_T11SLU_20240913T151544,11SLT|11SLU
sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,sentinel-2a,2023-08-21T18:29:21.024000Z,2023-08-21,27,GS2A_20230821T182921_042638,05.09,2023-08-23T22:30:01.698136Z,0.9999999999999992,2,S2A_MSIL2A_20230821T182921_R027_T11SLT_20230823T223001|S2A_MSIL2A_20230821T182921_R027_T11SLU_20230823T203149,11SLT|11SLU
sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,sentinel-2a,2023-08-31T18:29:21.024000Z,2023-08-31,27,GS2A_20230831T182921_042781,05.10,2024-10-19T19:51:42Z,0.9999999999999992,2,S2A_MSIL2A_20230831T182921_R027_T11SLT_20241019T195142|S2A_MSIL2A_20230831T182921_R027_T11SLU_20241019T195142,11SLT|11SLU
sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,sentinel-2a,2023-09-10T18:29:31.024000Z,2023-09-10,27,GS2A_20230910T182931_042924,05.10,2024-10-24T17:48:18Z,0.9999999999999992,2,S2A_MSIL2A_20230910T182931_R027_T11SLT_20241024T174818|S2A_MSIL2A_20230910T182931_R027_T11SLU_20241024T174818,11SLT|11SLU
sentinel-2a|2023-09-20T18:30:41.024000Z|R27|GS2A_20230920T183041_043067,sentinel-2a,2023-09-20T18:30:41.024000Z,2023-09-20,27,GS2A_20230920T183041_043067,05.10,2024-10-31T18:00:36Z,0.9999999999999992,2,S2A_MSIL2A_20230920T183041_R027_T11SLT_20241031T180036|S2A_MSIL2A_20230920T183041_R027_T11SLU_20241031T180036,11SLT|11SLU
sentinel-2a|2023-09-30T18:31:51.024000Z|R27|GS2A_20230930T183151_043210,sentinel-2a,2023-09-30T18:31:51.024000Z,2023-09-30,27,GS2A_20230930T183151_043210,05.09,2023-10-01T01:33:58.641420Z,0.9999999999999992,2,S2A_MSIL2A_20230930T183151_R027_T11SLT_20231001T013358|S2A_MSIL2A_20230930T183151_R027_T11SLU_20231001T013355,11SLT|11SLU
sentinel-2a|2023-10-10T18:33:01.024000Z|R27|GS2A_20231010T183301_043353,sentinel-2a,2023-10-10T18:33:01.024000Z,2023-10-10,27,GS2A_20231010T183301_043353,05.10,2024-11-05T20:38:03Z,0.9999999999999992,2,S2A_MSIL2A_20231010T183301_R027_T11SLT_20241105T203803|S2A_MSIL2A_20231010T183301_R027_T11SLU_20241105T203803,11SLT|11SLU
sentinel-2a|2023-10-20T18:34:11.024000Z|R27|GS2A_20231020T183411_043496,sentinel-2a,2023-10-20T18:34:11.024000Z,2023-10-20,27,GS2A_20231020T183411_043496,05.10,2024-09-09T15:59:17Z,0.9999999999999992,2,S2A_MSIL2A_20231020T183411_R027_T11SLT_20240909T155917|S2A_MSIL2A_20231020T183411_R027_T11SLU_20240909T155917,11SLT|11SLU
sentinel-2a|2024-03-08T18:32:11.024000Z|R27|GS2A_20240308T183211_045498,sentinel-2a,2024-03-08T18:32:11.024000Z,2024-03-08,27,GS2A_20240308T183211_045498,05.10,2024-03-09T00:33:56.799396Z,0.9999999999999992,2,S2A_MSIL2A_20240308T183211_R027_T11SLT_20240309T002657|S2A_MSIL2A_20240308T183211_R027_T11SLU_20240309T003356,11SLT|11SLU
sentinel-2a|2024-03-18T18:31:01.024000Z|R27|GS2A_20240318T183101_045641,sentinel-2a,2024-03-18T18:31:01.024000Z,2024-03-18,27,GS2A_20240318T183101_045641,05.10,2024-03-19T01:22:45.202088Z,0.9999999999999992,2,S2A_MSIL2A_20240318T183101_R027_T11SLT_20240319T012132|S2A_MSIL2A_20240318T183101_R027_T11SLU_20240319T012245,11SLT|11SLU
sentinel-2a|2024-03-28T18:29:51.024000Z|R27|GS2A_20240328T182951_045784,sentinel-2a,2024-03-28T18:29:51.024000Z,2024-03-28,27,GS2A_20240328T182951_045784,05.10,2024-03-30T06:41:34.917635Z,0.9999999999999992,2,S2A_MSIL2A_20240328T182951_R027_T11SLT_20240330T064134|S2A_MSIL2A_20240328T182951_R027_T11SLU_20240330T063929,11SLT|11SLU
sentinel-2a|2024-04-07T18:29:21.024000Z|R27|GS2A_20240407T182921_045927,sentinel-2a,2024-04-07T18:29:21.024000Z,2024-04-07,27,GS2A_20240407T182921_045927,05.10,2024-04-08T00:21:18.643307Z,0.9999999999999992,2,S2A_MSIL2A_20240407T182921_R027_T11SLT_20240408T002118|S2A_MSIL2A_20240407T182921_R027_T11SLU_20240408T001628,11SLT|11SLU
sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,sentinel-2a,2024-04-17T18:29:21.024000Z,2024-04-17,27,GS2A_20240417T182921_046070,05.10,2024-04-18T02:07:16.297523Z,0.9999999999999992,2,S2A_MSIL2A_20240417T182921_R027_T11SLT_20240418T020716|S2A_MSIL2A_20240417T182921_R027_T11SLU_20240418T020623,11SLT|11SLU
sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,sentinel-2a,2024-04-27T18:29:21.024000Z,2024-04-27,27,GS2A_20240427T182921_046213,05.10,2024-04-28T01:42:13.771393Z,0.9999999999999992,2,S2A_MSIL2A_20240427T182921_R027_T11SLT_20240428T014213|S2A_MSIL2A_20240427T182921_R027_T11SLU_20240428T014133,11SLT|11SLU
sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,sentinel-2a,2024-05-07T18:29:21.024000Z,2024-05-07,27,GS2A_20240507T182921_046356,05.10,2024-05-08T01:51:52.489982Z,0.9999999999999992,2,S2A_MSIL2A_20240507T182921_R027_T11SLT_20240508T015152|S2A_MSIL2A_20240507T182921_R027_T11SLU_20240508T014907,11SLT|11SLU
sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,sentinel-2a,2024-05-17T18:29:21.024000Z,2024-05-17,27,GS2A_20240517T182921_046499,05.10,2024-05-18T03:18:19.793200Z,0.9999999999999992,2,S2A_MSIL2A_20240517T182921_R027_T11SLT_20240518T031813|S2A_MSIL2A_20240517T182921_R027_T11SLU_20240518T031819,11SLT|11SLU
sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,sentinel-2a,2024-05-27T18:29:21.024000Z,2024-05-27,27,GS2A_20240527T182921_046642,05.10,2024-05-28T06:25:43.820540Z,0.9999999999999992,2,S2A_MSIL2A_20240527T182921_R027_T11SLT_20240528T062541|S2A_MSIL2A_20240527T182921_R027_T11SLU_20240528T062543,11SLT|11SLU
sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,sentinel-2a,2024-06-06T18:29:21.024000Z,2024-06-06,27,GS2A_20240606T182921_046785,05.10,2024-06-07T02:23:05.954288Z,0.9999999999999992,2,S2A_MSIL2A_20240606T182921_R027_T11SLT_20240607T022258|S2A_MSIL2A_20240606T182921_R027_T11SLU_20240607T022305,11SLT|11SLU
sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,sentinel-2a,2024-06-16T18:29:21.024000Z,2024-06-16,27,GS2A_20240616T182921_046928,05.10,2024-06-17T02:31:15.979400Z,0.9999999999999992,2,S2A_MSIL2A_20240616T182921_R027_T11SLT_20240617T023115|S2A_MSIL2A_20240616T182921_R027_T11SLU_20240617T022440,11SLT|11SLU
sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,sentinel-2a,2024-06-26T18:29:21.024000Z,2024-06-26,27,GS2A_20240626T182921_047071,05.10,2024-06-27T02:28:55.683984Z,0.9999999999999992,2,S2A_MSIL2A_20240626T182921_R027_T11SLT_20240627T022504|S2A_MSIL2A_20240626T182921_R027_T11SLU_20240627T022855,11SLT|11SLU
sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,sentinel-2a,2024-07-06T18:29:21.024000Z,2024-07-06,27,GS2A_20240706T182921_047214,05.10,2024-07-07T02:36:21.764570Z,0.9999999999999992,2,S2A_MSIL2A_20240706T182921_R027_T11SLT_20240707T022948|S2A_MSIL2A_20240706T182921_R027_T11SLU_20240707T023621,11SLT|11SLU
sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,sentinel-2a,2024-07-16T18:29:21.024000Z,2024-07-16,27,GS2A_20240716T182921_047357,05.10,2024-07-17T02:01:18.567710Z,0.9999999999999992,2,S2A_MSIL2A_20240716T182921_R027_T11SLT_20240717T015941|S2A_MSIL2A_20240716T182921_R027_T11SLU_20240717T020118,11SLT|11SLU
sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,sentinel-2a,2024-07-26T18:29:21.024000Z,2024-07-26,27,GS2A_20240726T182921_047500,05.11,2024-07-27T02:16:49Z,0.9999999999999992,2,S2A_MSIL2A_20240726T182921_R027_T11SLT_20240727T021649|S2A_MSIL2A_20240726T182921_R027_T11SLU_20240727T021649,11SLT|11SLU
sentinel-2a|2024-08-05T18:41:01.024000Z|R27|GS2A_20240805T184101_047643,sentinel-2a,2024-08-05T18:41:01.024000Z,2024-08-05,27,GS2A_20240805T184101_047643,05.11,2024-08-06T01:20:51Z,0.9999999999999992,2,S2A_MSIL2A_20240805T184101_R027_T11SLT_20240806T012051|S2A_MSIL2A_20240805T184101_R027_T11SLU_20240806T012051,11SLT|11SLU
sentinel-2a|2024-08-15T18:29:21.024000Z|R27|GS2A_20240815T182921_047786,sentinel-2a,2024-08-15T18:29:21.024000Z,2024-08-15,27,GS2A_20240815T182921_047786,05.11,2024-08-16T00:52:00Z,0.9999999999999992,2,S2A_MSIL2A_20240815T182921_R027_T11SLT_20240816T005200|S2A_MSIL2A_20240815T182921_R027_T11SLU_20240816T005200,11SLT|11SLU
sentinel-2a|2024-08-25T18:29:21.024000Z|R27|GS2A_20240825T182921_047929,sentinel-2a,2024-08-25T18:29:21.024000Z,2024-08-25,27,GS2A_20240825T182921_047929,05.11,2024-08-26T01:53:59Z,0.9999999999999992,2,S2A_MSIL2A_20240825T182921_R027_T11SLT_20240826T015359|S2A_MSIL2A_20240825T182921_R027_T11SLU_20240826T015359,11SLT|11SLU
sentinel-2a|2024-09-04T18:41:01.024000Z|R27|GS2A_20240904T184101_048072,sentinel-2a,2024-09-04T18:41:01.024000Z,2024-09-04,27,GS2A_20240904T184101_048072,05.11,2024-09-05T01:30:57Z,0.9999999999999992,2,S2A_MSIL2A_20240904T184101_R027_T11SLT_20240905T013057|S2A_MSIL2A_20240904T184101_R027_T11SLU_20240905T013057,11SLT|11SLU
sentinel-2a|2024-09-24T18:31:11.024000Z|R27|GS2A_20240924T183111_048358,sentinel-2a,2024-09-24T18:31:11.024000Z,2024-09-24,27,GS2A_20240924T183111_048358,05.11,2024-09-25T00:33:52Z,0.9999999999999992,2,S2A_MSIL2A_20240924T183111_R027_T11SLT_20240925T003352|S2A_MSIL2A_20240924T183111_R027_T11SLU_20240925T003352,11SLT|11SLU
sentinel-2a|2024-10-04T18:32:21.024000Z|R27|GS2A_20241004T183221_048501,sentinel-2a,2024-10-04T18:32:21.024000Z,2024-10-04,27,GS2A_20241004T183221_048501,05.11,2024-10-04T23:14:46Z,0.9999999999999992,2,S2A_MSIL2A_20241004T183221_R027_T11SLT_20241004T231446|S2A_MSIL2A_20241004T183221_R027_T11SLU_20241004T231446,11SLT|11SLU
sentinel-2a|2024-10-14T18:33:31.024000Z|R27|GS2A_20241014T183331_048644,sentinel-2a,2024-10-14T18:33:31.024000Z,2024-10-14,27,GS2A_20241014T183331_048644,05.11,2024-10-14T22:24:03Z,0.9999999999999992,2,S2A_MSIL2A_20241014T183331_R027_T11SLT_20241014T222403|S2A_MSIL2A_20241014T183331_R027_T11SLU_20241014T222403,11SLT|11SLU
sentinel-2a|2024-10-24T18:34:41.024000Z|R27|GS2A_20241024T183441_048787,sentinel-2a,2024-10-24T18:34:41.024000Z,2024-10-24,27,GS2A_20241024T183441_048787,05.11,2024-10-24T22:07:04Z,0.9999999999999992,2,S2A_MSIL2A_20241024T183441_R027_T11SLT_20241024T220704|S2A_MSIL2A_20241024T183441_R027_T11SLU_20241024T220704,11SLT|11SLU
sentinel-2b|2020-03-24T18:29:19.024000Z|R27|GS2B_20200324T182919_015926,sentinel-2b,2020-03-24T18:29:19.024000Z,2020-03-24,27,GS2B_20200324T182919_015926,02.12,2020-10-18T18:09:40.862000Z,0.9999999999999992,2,S2B_MSIL2A_20200324T182919_R027_T11SLT_20201018T180940|S2B_MSIL2A_20200324T182919_R027_T11SLU_20201018T180936,11SLT|11SLU
sentinel-2b|2020-04-03T18:29:19.024000Z|R27|GS2B_20200403T182919_016069,sentinel-2b,2020-04-03T18:29:19.024000Z,2020-04-03,27,GS2B_20200403T182919_016069,02.12,2020-09-24T21:57:16.155000Z,0.9999999999999992,2,S2B_MSIL2A_20200403T182919_R027_T11SLT_20200924T215714|S2B_MSIL2A_20200403T182919_R027_T11SLU_20200924T215716,11SLT|11SLU
sentinel-2b|2020-04-13T18:29:19.024000Z|R27|GS2B_20200413T182919_016212,sentinel-2b,2020-04-13T18:29:19.024000Z,2020-04-13,27,GS2B_20200413T182919_016212,02.12,2020-09-23T10:09:11.585000Z,0.9385040996431494,2,S2B_MSIL2A_20200413T182919_R027_T11SLT_20200923T100900|S2B_MSIL2A_20200413T182919_R027_T11SLU_20200923T100911,11SLT|11SLU
sentinel-2b|2020-04-23T18:29:09.024000Z|R27|GS2B_20200423T182909_016355,sentinel-2b,2020-04-23T18:29:09.024000Z,2020-04-23,27,GS2B_20200423T182909_016355,02.12,2020-09-21T20:32:09.633000Z,0.9999999999999992,2,S2B_MSIL2A_20200423T182909_R027_T11SLT_20200921T203207|S2B_MSIL2A_20200423T182909_R027_T11SLU_20200921T203209,11SLT|11SLU
sentinel-2b|2020-05-03T18:29:19.024000Z|R27|GS2B_20200503T182919_016498,sentinel-2b,2020-05-03T18:29:19.024000Z,2020-05-03,27,GS2B_20200503T182919_016498,02.12,2020-09-20T09:54:07.721000Z,0.9999999999999992,2,S2B_MSIL2A_20200503T182919_R027_T11SLT_20200920T095405|S2B_MSIL2A_20200503T182919_R027_T11SLU_20200920T095407,11SLT|11SLU
sentinel-2b|2020-05-13T18:29:19.024000Z|R27|GS2B_20200513T182919_016641,sentinel-2b,2020-05-13T18:29:19.024000Z,2020-05-13,27,GS2B_20200513T182919_016641,02.12,2020-09-18T02:41:26.908000Z,0.9999999999999992,2,S2B_MSIL2A_20200513T182919_R027_T11SLT_20200918T024118|S2B_MSIL2A_20200513T182919_R027_T11SLU_20200918T024126,11SLT|11SLU
sentinel-2b|2020-05-23T18:29:19.024000Z|R27|GS2B_20200523T182919_016784,sentinel-2b,2020-05-23T18:29:19.024000Z,2020-05-23,27,GS2B_20200523T182919_016784,02.12,2020-09-10T18:04:50.545000Z,0.9999999999999992,2,S2B_MSIL2A_20200523T182919_R027_T11SLT_20200910T180448|S2B_MSIL2A_20200523T182919_R027_T11SLU_20200910T180450,11SLT|11SLU
sentinel-2b|2020-06-02T18:29:19.024000Z|R27|GS2B_20200602T182919_016927,sentinel-2b,2020-06-02T18:29:19.024000Z,2020-06-02,27,GS2B_20200602T182919_016927,02.12,2020-08-25T22:28:35.691000Z,0.9999999999999992,2,S2B_MSIL2A_20200602T182919_R027_T11SLT_20200825T222832|S2B_MSIL2A_20200602T182919_R027_T11SLU_20200825T222835,11SLT|11SLU
sentinel-2b|2020-06-12T18:29:19.024000Z|R27|GS2B_20200612T182919_017070,sentinel-2b,2020-06-12T18:29:19.024000Z,2020-06-12,27,GS2B_20200612T182919_017070,02.12,2020-08-27T04:14:11.712000Z,0.9999999999999992,2,S2B_MSIL2A_20200612T182919_R027_T11SLT_20200827T041410|S2B_MSIL2A_20200612T182919_R027_T11SLU_20200827T041411,11SLT|11SLU
sentinel-2b|2020-06-22T18:29:19.024000Z|R27|GS2B_20200622T182919_017213,sentinel-2b,2020-06-22T18:29:19.024000Z,2020-06-22,27,GS2B_20200622T182919_017213,02.12,2020-08-23T18:08:30.281000Z,0.9999999999999992,2,S2B_MSIL2A_20200622T182919_R027_T11SLT_20200823T180828|S2B_MSIL2A_20200622T182919_R027_T11SLU_20200823T180830,11SLT|11SLU
sentinel-2b|2020-07-02T18:29:19.024000Z|R27|GS2B_20200702T182919_017356,sentinel-2b,2020-07-02T18:29:19.024000Z,2020-07-02,27,GS2B_20200702T182919_017356,02.12,2020-08-25T00:15:04.374000Z,0.9999999999999992,2,S2B_MSIL2A_20200702T182919_R027_T11SLT_20200825T001504|S2B_MSIL2A_20200702T182919_R027_T11SLU_20200825T001501,11SLT|11SLU
sentinel-2b|2020-07-12T18:29:19.024000Z|R27|GS2B_20200712T182919_017499,sentinel-2b,2020-07-12T18:29:19.024000Z,2020-07-12,27,GS2B_20200712T182919_017499,02.12,2020-09-12T23:51:48.535000Z,0.9999999999999992,2,S2B_MSIL2A_20200712T182919_R027_T11SLT_20200912T235147|S2B_MSIL2A_20200712T182919_R027_T11SLU_20200912T235148,11SLT|11SLU
sentinel-2b|2020-07-22T18:29:19.024000Z|R27|GS2B_20200722T182919_017642,sentinel-2b,2020-07-22T18:29:19.024000Z,2020-07-22,27,GS2B_20200722T182919_017642,02.12,2020-08-17T04:34:47.922000Z,0.9999999999999992,2,S2B_MSIL2A_20200722T182919_R027_T11SLT_20200817T043441|S2B_MSIL2A_20200722T182919_R027_T11SLU_20200817T043447,11SLT|11SLU
sentinel-2b|2020-08-01T18:29:19.024000Z|R27|GS2B_20200801T182919_017785,sentinel-2b,2020-08-01T18:29:19.024000Z,2020-08-01,27,GS2B_20200801T182919_017785,02.12,2020-09-08T08:01:35.489000Z,0.9999999999999992,2,S2B_MSIL2A_20200801T182919_R027_T11SLT_20200908T080125|S2B_MSIL2A_20200801T182919_R027_T11SLU_20200908T080135,11SLT|11SLU
sentinel-2b|2020-08-11T18:29:19.024000Z|R27|GS2B_20200811T182919_017928,sentinel-2b,2020-08-11T18:29:19.024000Z,2020-08-11,27,GS2B_20200811T182919_017928,02.12,2020-08-14T17:30:48.280000Z,0.9999999999999992,2,S2B_MSIL2A_20200811T182919_R027_T11SLT_20200814T173048|S2B_MSIL2A_20200811T182919_R027_T11SLU_20200814T173043,11SLT|11SLU
sentinel-2b|2020-08-21T18:29:19.024000Z|R27|GS2B_20200821T182919_018071,sentinel-2b,2020-08-21T18:29:19.024000Z,2020-08-21,27,GS2B_20200821T182919_018071,02.12,2020-09-08T08:01:25.721000Z,0.9999999999999992,2,S2B_MSIL2A_20200821T182919_R027_T11SLT_20200908T080125|S2B_MSIL2A_20200821T182919_R027_T11SLU_20200822T211826,11SLT|11SLU
sentinel-2b|2020-08-31T18:29:19.024000Z|R27|GS2B_20200831T182919_018214,sentinel-2b,2020-08-31T18:29:19.024000Z,2020-08-31,27,GS2B_20200831T182919_018214,02.12,2020-10-25T19:35:26.629000Z,0.9999999999999992,2,S2B_MSIL2A_20200831T182919_R027_T11SLT_20201025T193526|S2B_MSIL2A_20200831T182919_R027_T11SLU_20201025T193523,11SLT|11SLU
